model,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
prmf_e,1111,clean,0.0,0.6401098901098901,0.6026802793337559,0.5945274233818054,0.6431154549256786
prmf_e,1111,text_start_30pct,0.2996156533892383,0.6277472527472527,0.5852807300203214,0.6007750630378723,0.6296182124383918
prmf_e,1111,text_middle_30pct,0.2996156533892383,0.6304945054945055,0.5885562065044068,0.5932074785232544,0.6367028060897177
prmf_e,1111,text_end_30pct,0.2996156533892383,0.6387362637362637,0.5926982034693172,0.6001491546630859,0.6341285758504289
prmf_e,1111,text_middle_10pct,0.10191008618681574,0.635989010989011,0.5962823858789575,0.5945132970809937,0.6402510184696728
prmf_e,1111,text_middle_50pct,0.49953412532028885,0.6195054945054945,0.5693489421584222,0.5963000655174255,0.632462766904449
prmf_e,1111,audio_start_30pct,0.29880037269974374,0.6373626373626373,0.6032497928285068,0.5930798649787903,0.642545436326242
prmf_e,1111,audio_middle_30pct,0.29880037269974374,0.6414835164835165,0.606841545551223,0.5935382843017578,0.642514617340178
prmf_e,1111,audio_end_30pct,0.29891684136967156,0.6387362637362637,0.602720776734377,0.5936408638954163,0.6422679763590146
prmf_e,1111,audio_middle_10pct,0.10161891451199627,0.6414835164835165,0.6047636885861515,0.5940292477607727,0.6430176399873149
prmf_e,1111,audio_middle_50pct,0.4981365012811554,0.6332417582417582,0.599406587318561,0.5927678942680359,0.6419370350808116
prmf_e,1111,vision_start_30pct,0.28400885161891454,0.635989010989011,0.5992922615077224,0.5918908715248108,0.644908412921437
prmf_e,1111,vision_middle_30pct,0.2833682739343117,0.6373626373626373,0.6005276165733181,0.5923538208007812,0.6448331899160703
prmf_e,1111,vision_end_30pct,0.28028185418122525,0.6332417582417582,0.5973523085537917,0.591249406337738,0.6447771660209665
prmf_e,1111,vision_middle_10pct,0.09637782436524575,0.6414835164835165,0.6046549627602978,0.5936739444732666,0.6439072563237717
prmf_e,1111,vision_middle_50pct,0.47198928488236663,0.6304945054945055,0.5941774631428823,0.5912865400314331,0.6450959526648796
prmf_e,1111,audio_vision_start_30pct,0.2914046121593291,0.6291208791208791,0.5945497637914686,0.5904403328895569,0.6441841229862459
prmf_e,1111,audio_vision_middle_30pct,0.2910843233170277,0.6373626373626373,0.6034755569782112,0.5914608836174011,0.6442708890296154
prmf_e,1111,audio_vision_end_30pct,0.2895993477754484,0.635989010989011,0.6015935579571943,0.5905056595802307,0.6436936357026836
prmf_e,1111,audio_vision_middle_10pct,0.09899836943862102,0.6414835164835165,0.6047636885861515,0.593136727809906,0.6438230120603271
prmf_e,1111,audio_vision_middle_50pct,0.485062893081761,0.6291208791208791,0.5975534311927818,0.5902381539344788,0.643857725320273
prmf_e,1111,all_three_start_30pct,0.2941416259026322,0.6291208791208791,0.5909796931000878,0.5978463292121887,0.6305979121069225
prmf_e,1111,all_three_middle_30pct,0.2939281000077646,0.6304945054945055,0.5882350351143694,0.5913987755775452,0.6377999126668187
prmf_e,1111,all_three_end_30pct,0.29293811631337835,0.6332417582417582,0.5907338556286885,0.598317563533783,0.635088164194336
prmf_e,1111,all_three_middle_10pct,0.09996894168801926,0.6373626373626373,0.5982085988502477,0.5933390259742737,0.6409225700473423
prmf_e,1111,all_three_middle_50pct,0.4898866371612703,0.6277472527472527,0.5839671986730811,0.5972278118133545,0.6333237416122959
