model,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
prmf_e,1111,clean,0.0,0.6346153846153846,0.5814654799240982,0.6009663343429565,0.6459635364987402
prmf_e,1111,text_start_30pct,0.2996156533892383,0.6153846153846154,0.556641175102794,0.6048489809036255,0.632296329824696
prmf_e,1111,text_middle_30pct,0.2996156533892383,0.6208791208791209,0.5607473987135255,0.5949381589889526,0.6400575169250898
prmf_e,1111,text_end_30pct,0.2996156533892383,0.6277472527472527,0.5688141928204823,0.6029890179634094,0.6368949422776449
prmf_e,1111,text_middle_10pct,0.10191008618681574,0.6332417582417582,0.5784123429140227,0.5990539193153381,0.6434295153103166
prmf_e,1111,text_middle_50pct,0.49953412532028885,0.614010989010989,0.5469587999916107,0.5945084691047668,0.6369207752380465
prmf_e,1111,audio_start_30pct,0.29880037269974374,0.6387362637362637,0.5879619650928171,0.5965306162834167,0.6458429310471331
prmf_e,1111,audio_middle_30pct,0.29880037269974374,0.635989010989011,0.5852945437328385,0.5974428653717041,0.6456725783563092
prmf_e,1111,audio_end_30pct,0.29891684136967156,0.6373626373626373,0.5866835896534176,0.59786057472229,0.645533054356029
prmf_e,1111,audio_middle_10pct,0.10161891451199627,0.6373626373626373,0.5858475841565067,0.5994850397109985,0.6461022635391208
prmf_e,1111,audio_middle_50pct,0.4981365012811554,0.6346153846153846,0.5854589367295574,0.5949685573577881,0.6454495318468949
prmf_e,1111,vision_start_30pct,0.28400885161891454,0.6304945054945055,0.5757969117448771,0.598946213722229,0.6465615904996946
prmf_e,1111,vision_middle_30pct,0.2833682739343117,0.6318681318681318,0.5786984105623572,0.5985943078994751,0.6466255747499396
prmf_e,1111,vision_end_30pct,0.28028185418122525,0.6346153846153846,0.5823336266411384,0.5980031490325928,0.6464252953418691
prmf_e,1111,vision_middle_10pct,0.09637782436524575,0.6332417582417582,0.5800840923690208,0.6000465750694275,0.6463399352650213
prmf_e,1111,vision_middle_50pct,0.47198928488236663,0.6277472527472527,0.5737536170666404,0.5978474617004395,0.6463004964006818
prmf_e,1111,audio_vision_start_30pct,0.2914046121593291,0.6373626373626373,0.587146611299118,0.5943574905395508,0.6464180955502886
prmf_e,1111,audio_vision_middle_30pct,0.2910843233170277,0.6387362637362637,0.5877930643517012,0.5952688455581665,0.6463029057398719
prmf_e,1111,audio_vision_end_30pct,0.2895993477754484,0.635989010989011,0.5859075300760368,0.5948670506477356,0.645977783271736
prmf_e,1111,audio_vision_middle_10pct,0.09899836943862102,0.635989010989011,0.584570437598496,0.5985565781593323,0.6464746086220927
prmf_e,1111,audio_vision_middle_50pct,0.485062893081761,0.625,0.5782631610080474,0.5922719240188599,0.6457402790876454
