model,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
prmf_e,2222,clean,0.0,0.635989010989011,0.6101606195901552,0.6110560894012451,0.6265382507720574
prmf_e,2222,text_start_30pct,0.2996156533892383,0.6181318681318682,0.5857584148790692,0.6090574860572815,0.6138127572132911
prmf_e,2222,text_middle_30pct,0.2996156533892383,0.635989010989011,0.6058773769678153,0.6035904288291931,0.6200336632694035
prmf_e,2222,text_end_30pct,0.2996156533892383,0.6332417582417582,0.6026045880937204,0.6050017476081848,0.625416757726586
prmf_e,2222,text_middle_10pct,0.10191008618681574,0.6414835164835165,0.6144252163137655,0.6074850559234619,0.6244886658218117
prmf_e,2222,text_middle_50pct,0.49953412532028885,0.6277472527472527,0.5942512821926885,0.6030524969100952,0.6198611771223488
prmf_e,2222,audio_start_30pct,0.29880037269974374,0.6332417582417582,0.611077117600061,0.6096607446670532,0.6262582809360202
prmf_e,2222,audio_middle_30pct,0.29880037269974374,0.6332417582417582,0.6096220285718003,0.6097980737686157,0.6259459385015647
prmf_e,2222,audio_end_30pct,0.29891684136967156,0.635989010989011,0.6115315780230178,0.6096743941307068,0.626849782945921
prmf_e,2222,audio_middle_10pct,0.10161891451199627,0.6346153846153846,0.6087505577867023,0.6106759905815125,0.6262952230126637
prmf_e,2222,audio_middle_50pct,0.4981365012811554,0.6332417582417582,0.6119307524549739,0.6090604066848755,0.6255479651583835
prmf_e,2222,vision_start_30pct,0.28400885161891454,0.6373626373626373,0.6146095126247798,0.6066675186157227,0.6277858682947701
prmf_e,2222,vision_middle_30pct,0.2833682739343117,0.6387362637362637,0.6137710544511865,0.6054760217666626,0.6294699944496474
prmf_e,2222,vision_end_30pct,0.28028185418122525,0.6373626373626373,0.6127673364082052,0.6061638593673706,0.6280691721723769
prmf_e,2222,vision_middle_10pct,0.09637782436524575,0.6332417582417582,0.6076659528280176,0.6089228391647339,0.6276347443988267
prmf_e,2222,vision_middle_50pct,0.47198928488236663,0.6318681318681318,0.60851183729985,0.6027050018310547,0.6306682840910193
prmf_e,2222,audio_vision_start_30pct,0.2914046121593291,0.6291208791208791,0.6096262307318437,0.6057683229446411,0.6272439696828408
prmf_e,2222,audio_vision_middle_30pct,0.2910843233170277,0.6318681318681318,0.6103723941557518,0.6042670011520386,0.628771529999317
prmf_e,2222,audio_vision_end_30pct,0.2895993477754484,0.6387362637362637,0.6158263255270108,0.60505610704422,0.6282127075650878
prmf_e,2222,audio_vision_middle_10pct,0.09899836943862102,0.6277472527472527,0.6030313090926332,0.6085529327392578,0.6273940810573204
prmf_e,2222,audio_vision_middle_50pct,0.485062893081761,0.6291208791208791,0.608825833179416,0.6015159487724304,0.6294785920464919
prmf_e,2222,all_three_start_30pct,0.2941416259026322,0.6181318681318682,0.5939019440828575,0.606331467628479,0.6140362052604832
prmf_e,2222,all_three_middle_30pct,0.2939281000077646,0.6346153846153846,0.6099406527805319,0.5987673997879028,0.6223306184303631
prmf_e,2222,all_three_end_30pct,0.29293811631337835,0.6414835164835165,0.6155377365787983,0.602738082408905,0.6264784278950107
prmf_e,2222,all_three_middle_10pct,0.09996894168801926,0.6304945054945055,0.6050334931505384,0.6049631834030151,0.6253094856676898
prmf_e,2222,all_three_middle_50pct,0.4898866371612703,0.6291208791208791,0.6030643339821693,0.6000587940216064,0.6219347487396848
