variant,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
consistency,3333,clean,0.0,0.635989010989011,0.6109423598467352,0.6160373687744141,0.6248538426362611
consistency,3333,text_start_30pct,0.2996156533892383,0.6332417582417582,0.60516958701936,0.6195477247238159,0.610021716382582
consistency,3333,text_middle_30pct,0.2996156533892383,0.6277472527472527,0.5986910044451275,0.6137685179710388,0.620172773159466
consistency,3333,text_end_30pct,0.2996156533892383,0.6332417582417582,0.6035819141499509,0.6229398846626282,0.6147837075736123
consistency,3333,text_middle_10pct,0.10191008618681574,0.6346153846153846,0.6086391445272556,0.6151199340820312,0.6229585809794219
consistency,3333,text_middle_50pct,0.49953412532028885,0.6277472527472527,0.5957488045786724,0.6235260367393494,0.6108966313102622
consistency,3333,audio_start_30pct,0.29880037269974374,0.6332417582417582,0.6100276252512425,0.6148576736450195,0.6247694491195642
consistency,3333,audio_middle_30pct,0.29880037269974374,0.6346153846153846,0.6118606031049844,0.6159756779670715,0.6245251659256091
consistency,3333,audio_end_30pct,0.29891684136967156,0.635989010989011,0.6129614568702636,0.6155465245246887,0.625234995822336
consistency,3333,audio_middle_10pct,0.10161891451199627,0.6373626373626373,0.6137110735300004,0.615951657295227,0.6247422450274598
consistency,3333,audio_middle_50pct,0.4981365012811554,0.6332417582417582,0.6103458771868995,0.6156997680664062,0.6241384155326825
consistency,3333,vision_start_30pct,0.28400885161891454,0.6277472527472527,0.6022395322635181,0.6134486794471741,0.6251498549600051
consistency,3333,vision_middle_30pct,0.2833682739343117,0.6263736263736264,0.6005304946826627,0.6140534281730652,0.624896178317431
consistency,3333,vision_end_30pct,0.28028185418122525,0.6263736263736264,0.6011593290759231,0.6133509874343872,0.6252329313959695
consistency,3333,vision_middle_10pct,0.09637782436524575,0.6304945054945055,0.6051535324237695,0.6150771379470825,0.6250517193559417
consistency,3333,vision_middle_50pct,0.47198928488236663,0.6263736263736264,0.6015236481805372,0.6125543117523193,0.6242913785467894
consistency,3333,audio_vision_start_30pct,0.2914046121593291,0.6263736263736264,0.6033082517321717,0.6124353408813477,0.6247758105080276
consistency,3333,audio_vision_middle_30pct,0.2910843233170277,0.6291208791208791,0.6052622896546812,0.6139445900917053,0.6244617273859524
consistency,3333,audio_vision_end_30pct,0.2895993477754484,0.6304945054945055,0.6089890932313514,0.6131261587142944,0.625487882038399
consistency,3333,audio_vision_middle_10pct,0.09899836943862102,0.6318681318681318,0.6070113306782904,0.6149640083312988,0.6249859237251675
consistency,3333,audio_vision_middle_50pct,0.485062893081761,0.6222527472527473,0.5995813623853091,0.6129289865493774,0.6231579412041791
consistency,3333,all_three_start_30pct,0.2941416259026322,0.6277472527472527,0.6033097403773097,0.6197279095649719,0.6097117926430717
consistency,3333,all_three_middle_30pct,0.2939281000077646,0.625,0.5988573305811808,0.6143433451652527,0.6188071942895348
consistency,3333,all_three_end_30pct,0.29293811631337835,0.6263736263736264,0.6018602638979018,0.6231182813644409,0.6148661065728442
consistency,3333,all_three_middle_10pct,0.09996894168801926,0.6277472527472527,0.6023891922703467,0.6141641736030579,0.6229845967050244
consistency,3333,all_three_middle_50pct,0.4898866371612703,0.6208791208791209,0.597184593428735,0.6298593282699585,0.6052039745113437
