model,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
emoe,2222,clean,0.0,0.6263736263736264,0.5951925241097803,0.625641942024231,0.6165122608391763
emoe,2222,text_start_30pct,0.2996156533892383,0.6195054945054945,0.5812784544299481,0.6319093704223633,0.6045432786938281
emoe,2222,text_middle_30pct,0.2996156533892383,0.6318681318681318,0.5939299123904881,0.6268020272254944,0.6119549188096113
emoe,2222,text_end_30pct,0.2996156533892383,0.6304945054945055,0.5951309979301306,0.6216525435447693,0.6161561001622315
emoe,2222,text_middle_10pct,0.10191008618681574,0.6263736263736264,0.5936786783305771,0.6258415579795837,0.6148475566886301
emoe,2222,text_middle_50pct,0.49953412532028885,0.625,0.5884810540917097,0.6282567977905273,0.6092394972689694
emoe,2222,audio_start_30pct,0.29880037269974374,0.6236263736263736,0.5972399679402025,0.6226770877838135,0.6167459634302674
emoe,2222,audio_middle_30pct,0.29880037269974374,0.6236263736263736,0.595185168383009,0.6287375092506409,0.6153654351235329
emoe,2222,audio_end_30pct,0.29891684136967156,0.6167582417582418,0.5917594373530726,0.6347337365150452,0.6117072006557697
emoe,2222,audio_middle_10pct,0.10161891451199627,0.6195054945054945,0.5896358463292868,0.627996563911438,0.6147123404645326
emoe,2222,audio_middle_50pct,0.4981365012811554,0.6167582417582418,0.5918635273569643,0.6281487345695496,0.6144724766035521
emoe,2222,vision_start_30pct,0.28400885161891454,0.6263736263736264,0.5917845159652971,0.6279134154319763,0.6176276516635602
emoe,2222,vision_middle_30pct,0.2833682739343117,0.625,0.5945279197155474,0.6234137415885925,0.61739254312087
emoe,2222,vision_end_30pct,0.28028185418122525,0.6277472527472527,0.5958695610589269,0.6212450861930847,0.6176609204936805
emoe,2222,vision_middle_10pct,0.09637782436524575,0.6277472527472527,0.5965158869149738,0.6245288252830505,0.6172063117117905
emoe,2222,vision_middle_50pct,0.47198928488236663,0.6222527472527473,0.5926258441653579,0.6221536993980408,0.6166713054222825
emoe,2222,audio_vision_start_30pct,0.2914046121593291,0.6277472527472527,0.601436299145142,0.6240295767784119,0.6179624790942819
emoe,2222,audio_vision_middle_30pct,0.2910843233170277,0.6222527472527473,0.5938782691039403,0.6263984441757202,0.6162202653531815
emoe,2222,audio_vision_end_30pct,0.2895993477754484,0.6167582417582418,0.5915238696857047,0.6301636695861816,0.6125716902982593
emoe,2222,audio_vision_middle_10pct,0.09899836943862102,0.6195054945054945,0.5905225672136654,0.6269978880882263,0.6152969059766438
emoe,2222,audio_vision_middle_50pct,0.485062893081761,0.6263736263736264,0.6013139851321551,0.6251454949378967,0.6143002888211214
emoe,2222,all_three_start_30pct,0.2941416259026322,0.6277472527472527,0.5939622630917457,0.6316016912460327,0.6053395887502395
emoe,2222,all_three_middle_30pct,0.2939281000077646,0.6263736263736264,0.5928979763597336,0.6268604397773743,0.6118050125000206
emoe,2222,all_three_end_30pct,0.29293811631337835,0.6085164835164835,0.5818550738215407,0.6285601258277893,0.6098106223063574
emoe,2222,all_three_middle_10pct,0.09996894168801926,0.6208791208791209,0.5881785472277712,0.6271952390670776,0.6136791816825098
emoe,2222,all_three_middle_50pct,0.4898866371612703,0.6208791208791209,0.592448397964224,0.6278528571128845,0.606465229567241
