variant,seed,scenario,actual_new_missing_fraction,accuracy,f1_macro,mae,pearson
coverage,3333,clean,0.0,0.6373626373626373,0.610175836011262,0.6103867888450623,0.6279411438026357
coverage,3333,text_start_30pct,0.2996156533892383,0.6153846153846154,0.5698144429873006,0.6118897795677185,0.614730211876364
coverage,3333,text_middle_30pct,0.2996156533892383,0.6167582417582418,0.5716434300241963,0.6050060391426086,0.6226321285257042
coverage,3333,text_end_30pct,0.2996156533892383,0.6304945054945055,0.5875783210821574,0.6109878420829773,0.618603331958755
coverage,3333,text_middle_10pct,0.10191008618681574,0.6346153846153846,0.6027200658176262,0.6088166236877441,0.6259369437638993
coverage,3333,text_middle_50pct,0.49953412532028885,0.6112637362637363,0.556903293292545,0.6059535145759583,0.6179162662759892
coverage,3333,audio_start_30pct,0.29880037269974374,0.635989010989011,0.611374570954414,0.6108241677284241,0.6273656026357256
coverage,3333,audio_middle_30pct,0.29880037269974374,0.6346153846153846,0.6081495048992515,0.6102766394615173,0.6279097100158972
coverage,3333,audio_end_30pct,0.29891684136967156,0.635989010989011,0.6091106564226577,0.6101887822151184,0.6277902634364002
coverage,3333,audio_middle_10pct,0.10161891451199627,0.635989010989011,0.6092999335473451,0.6103286743164062,0.6279578398998095
coverage,3333,audio_middle_50pct,0.4981365012811554,0.6318681318681318,0.6064334773115951,0.6101568937301636,0.6277239904938319
coverage,3333,vision_start_30pct,0.28400885161891454,0.6332417582417582,0.6043227910537715,0.6087460517883301,0.628773540545144
coverage,3333,vision_middle_30pct,0.2833682739343117,0.6346153846153846,0.6057773128029043,0.6066877841949463,0.6311045174056334
coverage,3333,vision_end_30pct,0.28028185418122525,0.6387362637362637,0.6123569184301031,0.6064642667770386,0.6312177094630749
coverage,3333,vision_middle_10pct,0.09637782436524575,0.6373626373626373,0.6105593239682481,0.6090446710586548,0.6291499099146372
coverage,3333,vision_middle_50pct,0.47198928488236663,0.6332417582417582,0.6053739975414621,0.6048973202705383,0.6324968410979258
coverage,3333,audio_vision_start_30pct,0.2914046121593291,0.6346153846153846,0.6094422038046555,0.6090642809867859,0.6282841083450953
coverage,3333,audio_vision_middle_30pct,0.2910843233170277,0.6291208791208791,0.6012378884411125,0.6065790057182312,0.6310627729422861
coverage,3333,audio_vision_end_30pct,0.2895993477754484,0.6373626373626373,0.6115082315664662,0.6062390208244324,0.6310489715136447
coverage,3333,audio_vision_middle_10pct,0.09899836943862102,0.6387362637362637,0.6125506329822582,0.6090022325515747,0.6291722457382958
coverage,3333,audio_vision_middle_50pct,0.485062893081761,0.6291208791208791,0.6016028079923479,0.6045997738838196,0.6322149210878856
coverage,3333,all_three_start_30pct,0.2941416259026322,0.6277472527472527,0.5912267514032453,0.6108933091163635,0.6156049633315219
coverage,3333,all_three_middle_30pct,0.2939281000077646,0.6236263736263736,0.5821409343364604,0.6011631488800049,0.6264170828782354
coverage,3333,all_three_end_30pct,0.29293811631337835,0.6318681318681318,0.5930175934805627,0.6071533560752869,0.6227204683625387
coverage,3333,all_three_middle_10pct,0.09996894168801926,0.6332417582417582,0.6015947725536767,0.6071037650108337,0.6273169664302757
coverage,3333,all_three_middle_50pct,0.4898866371612703,0.614010989010989,0.5653123053101964,0.6006436347961426,0.6243086526973618
